NTD ID,Agency,Primary UZA UACE Code,Rail/Bus/Ferry,Mode Name,Mode,Type of Service,Fixed Route Flag,Year,Event Description,Incident Number,Event Date,Event Time,Event Type,Event Type Group,Transit Worker Type,Transit Worker Assault Detail Type,Transit Worker Assault Flag,Other Event Type Description,Event Category,Runaway Train Flag,Safety/Security,Collision With,Property Damage,Property Damage Type,Total Injuries,Total Fatalities,Life Safety (Y/N),Number of Transit Vehicles Involved,Towed (Y/N),Number of Vehicles Involved,Location Type,Approximate Address,Latitude,Longitude,LatLon,Evacuation Comment,Self Evacuation (Y/N),Evacuation Location,HazMat Type,HazMat Type Description,Fire Type,Fire Fuel,Other Fire Fuel Description,Weather,Lighting,Current Condition,Tide,Road Configuration,Track Configuration,Path Condition,Rail Alignment,Rail Grade Crossing Control,Right of Way Condition,Intersection,Service Stop Control Device,Intentional (Y/N),Vehicle Action,Action Type,Derailment Type,Transit (Y/N),Fuel Type,Vehicle Speed,Non-Rail Transit Vehicle Type,Manufacturer,Manufacturer Description,Transit Vehicle Rider Fatalities,People Waiting or Leaving Fatalities,Transit Vehicle Operator Fatalities,Transit Employee Fatalities,Other Worker Fatalities,Bicyclist Fatalities,Pedestrian in Crosswalk Fatalities,Pedestrian Not in Crosswalk Fatalities,Pedestrian Crossing Tracks Fatalities,Pedestrian Walking Along Tracks Fatalities,Occupant of Other Vehicle Fatalities,Other Fatalities,Suicide Fatalities,Transit Vehicle Rider Injuries,Transit Vehicle Rider Serious Injuries,People Waiting or Leaving Injuries,People Waiting or Leaving Serious Injuries,Transit Vehicle Operator Injuries,Transit Vehicle Operator Serious Injuries,Transit Employee Injuries,Transit Employee Serious Injuries,Other Worker Injuries,Other Worker Serious Injuries,Bicyclist Injuries,Bicyclist Serious Injuries,Pedestrian in Crosswalk Injuries,Pedestrian in Crosswalk Serious Injuries,Pedestrian Not in Crosswalk Injuries,Pedestrian Not in Crosswalk Serious Injuries,Pedestrian Crossing Tracks Injuries,Pedestrian Crossing Tracks Serious Injuries,Pedestrian Walking Along Tracks Injuries,Pedestrian Walking Along Tracks Serious Injuries,Occupant of Other Vehicle Injuries,Occupant of Other Vehicle Serious Injuries,Other Injuries,Other Serious Injuries,Suicide Injuries,Suicide Serious Injuries,Total Serious Injuries,Person List,United States,US Counties
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2022,Bus was departing the bus zone when a female ped ran after the bus to retrieve something she left on the bus.,3725926,6/14/2022,10:48:00 AM,Non-Rail Collision,Collision,Not Applicable,Not Applicable,FALSE,,Non-RGX Collision,,SFT,Person,0,,1,0,N,1,N,0,Bus Stop,Grand Ave and Venice BL,33.91744,-118.42492,POINT (-118.42492 33.91744),,N,,,,,,,Clear,Daylight,,,Street,,Dry,,,Dry,,,,Leaving a stop,Other front impact,,Y,Compressed natural gas,5,Transit: bus,ElDorado Bus (EBC Inc.),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,I    Ped Walking Road Adult (19 to 60) F,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2022,Suspect attacked victim from behind while riding the bus.   {Redacted} was transported for medical treatment.,3766924,6/8/2022,8:17:00 AM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,0,,1,0,N,0,N,0,In or on vehicle,"S Brand Av and San Fernando Rd, Glendale, Ca",34.123949,-118.255238,POINT (-118.255238 34.123949),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Passenger Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2022,A trailer made a right turn in front of the bus and fled the scene after making contact.,3702344,5/5/2022,8:15:00 AM,Non-Rail Collision,Collision,Not Applicable,Not Applicable,FALSE,,Non-RGX Collision,,SFT,Motor Vehicle,3000,,1,0,N,1,N,1,Roadway: intersection,Victory Bl and Fallbrook Av,34.18643,-118.62335,POINT (-118.62335 34.18643),,N,,,,,,,Clear,Daylight,,,Intersection,,Dry,,,Dry,Trafic Signal,,,Going Straight,Other front impact,,"N,Y",Compressed natural gas,5,Transit: bus,North American Bus Industries Inc. (form. Ikarus USA Inc./IKU),,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Passenger Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2022,Suspect struck victim in the face. {Redacted} fought back and suspect placed victim in a chokehold.   {Redacted} was transported to area hospital for his injuries.,3724567,4/3/2022,5:15:00 PM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,0,,1,0,N,0,N,0,In or on vehicle,"Arleta Ave & Brand Ave., Los Angeles, Ca",34.059306,-118.483222,POINT (-118.483222 34.059306),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Passenger Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2022,Police {Redacted} was traveling NB when it made contact with a bus that was crossing through the intersection. Police {Redacted} ran the red light.,3657048,3/24/2022,7:01:00 AM,Non-Rail Collision,Collision,Not Applicable,Not Applicable,FALSE,,Non-RGX Collision,,SFT,Motor Vehicle,1000,,1,0,N,1,Y,1,Roadway: intersection,Wilshire Bl and Sepulveda Bl,34.11161,-118.33659,POINT (-118.33659 34.11161),,N,,,,,,,Clear,Dark,,,Intersection,,Dry,,,Dry,Trafic Signal,,,Going Straight,Other front impact,,"N,Y",Compressed natural gas,20,Transit: bus,New Flyer of America,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,I    Occ Other Veh Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2022,Suspect slashed victim near his throat with a knife while waiting to use the restroom at the bus terminal.   {Redacted} was transported for medical treatment.,3699400,3/2/2022,9:00:00 PM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,0,,1,0,N,0,N,0,Revenue facility: transit station,"3501 Santa Anita Ave, El Monte, CA",34.072582,-118.044346,POINT (-118.044346 34.072582),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Wait Leave Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2022,Bus driver was punched while he was driving.   Bus driver ( victim ) was transported for medical treatment.,3689992,2/24/2022,3:10:00 PM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,0,,1,0,N,0,N,0,In or on vehicle,"San Fernando Road and Sonora Avenue, Glendale, CA",34.165821,-118.288108,POINT (-118.288108 34.165821),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Operator Inside Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2022,Suspect smashed bus window with his fist and than spat on Bus operator.   {Redacted} was transported for injuries sustained from the smashed window.,3689996,2/14/2022,1:50:00 PM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,0,,1,0,N,0,N,0,In or on vehicle,"Vermont Ave & Fountain St, Los Angeles, Ca",34.09556,-118.29175,POINT (-118.29175 34.09556),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Operator Inside Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2021,Victim ( bus operator ) saw the suspect standing at a bus stop so she stopped to pick him up.   The suspect got onto the bus and started punching the victim for no reason.   {Redacted} was transported for medical treatment.,3591000,12/7/2021,4:50:00 AM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,0,,1,0,N,0,N,0,In or on vehicle,"Artesia Blvd and Susana Rd, Compton, Ca",33.874348,-118.207266,POINT (-118.207266 33.874348),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Passenger Adult (19 to 60) F,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2021,bus was making a right turn when a veh rear ended the bus,3537366,11/24/2021,3:24:00 PM,Non-Rail Collision,Collision,Not Applicable,Not Applicable,FALSE,,Non-RGX Collision,,SFT,Motor Vehicle,2000,,1,0,N,1,Y,1,Roadway: intersection,Huntington Dr and Mission RD,34.08543,-118.18169,POINT (-118.18169 34.08543),,N,,,,,,,Clear,Daylight,,,Intersection,,Dry,,,Dry,Trafic Signal,,,Making a right turn,Rear-ended,,"N,Y",Compressed natural gas,8,Transit: bus,New Flyer of America,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Operator Inside Adult (19 to 60) F,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2021,{Redacted} was intoxicated while riding the bus and began fighting with the suspect.   {Redacted} was transported for medical treatment.,3590992,11/9/2021,6:45:00 PM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,0,,1,0,N,0,N,0,In or on vehicle,"Garvey Ave and Del Mar Ave, Rosemead, Ca",34.062506,-118.099523,POINT (-118.099523 34.062506),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Passenger Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Rail,Heavy Rail,HR,DO,TRUE,2021,Suspect approached victim and stabbed victim the back area.   {Redacted} was transported to the hospital for his injuries.,3590978,10/1/2021,3:35:00 PM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,,,1,0,N,0,N,0,Revenue facility: transit station,"3913 Lankershim Blvd., North Hollywood, Ca",34.13961,-118.36191,POINT (-118.36191 34.13961),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Wait Leave Adult (19 to 60) M Y,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Rail,Light Rail,LR,DO,TRUE,2021,"Suspect shot the victim one time in the head, causing the victim's demise.",3564231,9/15/2021,11:50:00 PM,Homicide,Security,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,,,0,1,N,0,N,0,Revenue facility: transit station,"1945 Long Beach Ave., Los Angeles, Ca",34.0207451,-118.2428149,POINT (-118.2428149 34.0207451),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F    Wait Leave Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2021,Bus was EB {Redacted} {Redacted} making a left turn onto {Redacted} {Redacted} when the bike rack attached to the front of the bus made contact with a pedestrian walking on sidewalk,3577621,9/4/2021,7:47:00 AM,Non-Rail Collision,Collision,Not Applicable,Not Applicable,FALSE,,Non-RGX Collision,,SFT,Person,0,,1,0,N,1,N,0,Roadway: intersection,Vermont Ave and Prospect Ave,34.10161,-118.291531,POINT (-118.291531 34.10161),,N,,,,,,,Clear,Daylight,,,Intersection,,Dry,,,Dry,Trafic Signal,,,Making a right turn,Side Impact,,Y,Compressed natural gas,8,Transit: bus,ElDorado Bus (EBC Inc.),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,I    Ped not in Xwalk Adult (19 to 60) F,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Rail,Light Rail,LR,DO,TRUE,2021,"{Redacted} was waiting for the {Redacted} {Redacted} at the platform when he was struck by a suspect with a bag, causing victim to fall and sustain an injury to his ankle.   {Redacted} was transported for medical treatment.",3474778,7/25/2021,7:16:00 AM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,,,1,0,N,0,N,0,Revenue facility: transit station,"1610 Colorado Avenue, Santa Monica, Ca",34.023524,-118.479578,POINT (-118.479578 34.023524),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Wait Leave Adult (19 to 60) M Y,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Rail,Light Rail,LR,DO,TRUE,2021,{Redacted} was stabbed multiple times while riding on the {Redacted} {Redacted}.   {Redacted} was transported for medical treatment.,3588958,6/28/2021,9:45:00 PM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,,,1,0,N,0,N,0,In or on vehicle,"20220 S. Santa Fe Avenue, Compton, Ca 90221",33.849049,-118.211448,POINT (-118.211448 33.849049),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Passenger Adult (19 to 60) M Y,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2021,{Redacted} began fighting with suspect on the bus and suspect stabbed victim multiple times.   {Redacted} was transported for medical treatment.,3588956,6/10/2021,7:26:00 PM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,0,,1,0,N,0,N,0,In or on vehicle,"Valley Boulevard / Edgewood Drive, Alhambra, Ca",34.077094,-118.148815,POINT (-118.148815 34.077094),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Passenger Adult (19 to 60) M,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Rail,Light Rail,LR,DO,TRUE,2021,{Redacted} was attacked by two men while riding on the {Redacted} {Redacted}.   {Redacted} was struck on the face and body and stabbed on the face and body and transported for medical treatment.,3588952,6/1/2021,10:34:00 AM,Assault,Assault,Not Applicable,Not Applicable,FALSE,,Security,,SEC,,,,1,0,N,0,N,0,In or on vehicle,"95 Fillmore St, Pasadena, Ca",34.133178,-118.148462,POINT (-118.148462 34.133178),,N,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Passenger Adult (19 to 60) M Y,6,2090
90154,Los Angeles County Metropolitan Transportation Authority,51445,Bus,Bus,MB,DO,TRUE,2021,"Bus was WB # {Redacted} lane, when simi truck made a right turn in front of the bus from the WB # {Redacted} lane.",3604858,5/27/2021,9:54:00 PM,Non-Rail Collision,Collision,Not Applicable,Not Applicable,FALSE,,Non-RGX Collision,,SFT,Motor Vehicle,20200,,1,0,N,1,Y,1,Roadway: intersection,Sherman Way and Cold Water Canyon,34.2012,-118.4138,POINT (-118.4138 34.2012),,N,,,,,,,Clear,Dark,,,Intersection,,Dry,,,Dry,Trafic Signal,,,Going Straight,Other front impact,,"N,Y",Compressed natural gas,15,Transit: bus,North American Bus Industries Inc. (form. Ikarus USA Inc./IKU),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I    Operator Inside Adult (19 to 60) M,6,2090
